activity_id,name,sport,date,duration_sec,distance_m,avg_hr,max_hr,calories,avg_power,norm_power,tss,if_factor,ftp,avg_pace_sec_km,avg_cadence,vertical_osc_cm,ground_contact_ms,avg_pace_100m,swolf,strokes,aerobic_te,anaerobic_te
22417888639,Las Condes - transición easy z2,run,2026-04-05 10:43:32,1801.387939453125,6010.06982421875,144.0,156.0,366.0,307.0,309.0,,,,299.76019493148965,173.328125,10.16999969482422,230.60000610351562,,,,3.200000047683716,0.0
22417910112,Las Condes Ciclismo en ruta,bike,2026-04-05 07:43:30,9329.3349609375,53459.26171875,97.0,136.0,1077.0,95.0,131.0,81.0,0.5600000023841858,,174.52006922710189,,,,,,,2.4000000953674316,0.0
22409436496,Strength,strength_training,2026-04-04 16:02:50,4283.216796875,0.0,78.0,122.0,216.0,,,,,,,,,,,,,0.10000000149011612,0.0
22405711268,Natación en piscina,swim,2026-04-04 09:57:52,3882.302001953125,3050.0,117.0,136.0,523.0,,,,,,1164.144317065059,,,,,,11.300000190734863,2.299999952316284,0.20000000298023224
22404482497,Providencia - endurance 2 x 20',run,2026-04-04 08:07:00,4065.444091796875,12987.0595703125,139.0,154.0,782.0,294.0,296.0,,,,313.0870376357237,176.9375,9.700000000000001,237.6999969482422,,,,3.5999999046325684,0.0
22398634704,Strength,strength_training,2026-04-03 18:16:00,2500.531982421875,0.0,77.0,121.0,124.0,,,,,,,,,,,,,0.10000000149011612,0.0
22396260461,Colina Carrera,run,2026-04-03 12:11:08,1504.6949462890625,5156.18994140625,158.0,167.0,328.0,308.0,310.0,,,,291.8004046228297,176.4375,9.70999984741211,230.1999969482422,,,,3.4000000953674316,0.0
22408697928,Colina Ciclismo en ruta,bike,2026-04-03 07:58:42,13264.1953125,125015.3125,127.0,158.0,2310.0,154.0,166.0,185.39999389648438,0.7099999785423279,,106.1007936087936,,,,,,,4.099999904632568,1.0
22388132388,Strength,strength_training,2026-04-02 19:53:37,2390.5400390625,0.0,70.0,112.0,93.0,,,,,,,,,,,,,0.10000000149011612,0.0
22387656855,Natación en piscina,swim,2026-04-02 18:02:57,3958.762939453125,3200.0,106.0,130.0,439.0,,,,,,1186.2396277841926,,,,,,11.100000381469727,2.0,0.20000000298023224
22380601911,Zwift - Nuevo entrenamiento,bike,2026-04-02 05:36:46,5156.0,48528.1015625,125.0,144.0,741.0,150.0,157.6652737700062,,,,106.25863067126367,,,,,,,3.0,0.0
